Id,SEX,CITY,LOCATION,FIO_TIME,DESCRIPTION,COMPLEXION,FIOFS_TYPE,OUTCOME,FIO_DATE_CORRECTED,CLOTHING,AGE_AT_FIO_CORRECTED,STOP_REASONS,FIOFS_REASONS
3679,MALE,BOSTON,513 WASHINGTON ST,1/5/15 00:00,W(White),Light,FS,O,1/5/15 00:00,gray red sox jacket/ blue jeans/ black and white sneakers,30,INVESTIGATIVE,WARRANT ARREST
3680,FEMALE,BOSTON, EDINBORO ST,3/19/15 00:00,W(White),Light,I,,3/19/15 00:00,black jkt; blu jns  black sneaks,0,INVESTIGATIVE,INVESTIGATE; PERSON
3938,MALE,BOSTON, AMERICAN LEGION HY at FRANKLI,3/24/15 00:00,B(Black),Med,IO,F,3/24/15 00:00,YELLOW HOODIE blue jeans,13,RADIO CALL,DRUGS; POSSESSION
3939,MALE,BOSTON, WINTER ST,3/15/15 00:00,W(White),Light,I,,3/15/15 00:00,black Jacket; Khaki Pants; red Sneakers,13,INVESTIGATIVE,INVESTIGATE; PERSON
3940,MALE,BOSTON, MILTON AV at NORFOLK ST,3/24/15 00:00,B(Black),Med,IO,F,3/24/15 00:00,Lakers hat; black jacket; blue jeans,13,INVESTIGATIVE,INVESTIGATE; PERSON
3945,MALE,BOSTON,867 DORCHESTER AV,3/24/15 00:00,W(White),NO DATA ENTERED,O,F,3/24/15 00:00,KNIT HAT; DK COAT,53,,INVESTIGATE; PERSON
4165,MALE,BOSTON, COLUMBIA RD at ANNABEL ST,3/21/15 00:00,B(Black),NO DATA ENTERED,O,F,3/21/15 00:00,black hoodie,25,,INVESTIGATE; PERSON
4167,MALE,BOSTON, ANNABEL ST,3/21/15 00:00,B(Black),NO DATA ENTERED,O,F,3/21/15 00:00,red blue check shirt; blue jeans,21,,INVESTIGATE; PERSON
4170,MALE,BOSTON, BOWDOIN ST,3/20/15 00:00,B(Black),NO DATA ENTERED,IO,F,3/20/15 00:00,BLUE CAP; GRAY HOODIE; KHAKI PANTS,14,RADIO CALL,INVESTIGATE; PERSON
4172,MALE,BOSTON, OLD COLONY AV,3/20/15 00:00,B(Black),NO DATA ENTERED,IOF,F,3/20/15 00:00,red shirt / blue jeans/ red sneakers,14,INVESTIGATIVE,INVESTIGATE; PERSON
4179,MALE,BOSTON, GENEVA ST,3/20/15 00:00,B(Black),NO DATA ENTERED,IO,F,3/20/15 00:00,black jacket; jeans,14,,INVESTIGATE; PERSON
4235,MALE,BOSTON, W 7TH ST,3/21/15 00:00,B(Black),NO DATA ENTERED,IO,,3/21/15 00:00,GRAY HOODIE;blue jeans;WHITE&black ADDIDAS,14,RADIO CALL,ABDW
4282,MALE,BOSTON,1291 MASSACHUSETTS AV,4/22/15 00:00,B(Black),Dark,IO,F,4/22/15 00:00,black BULLS HAT; GRY TANK TOP; jeans,14,RADIO CALL,INVESTIGATE; PERSON
4283,FEMALE,BOSTON,618 SHAWMUT AV,4/22/15 00:00,W(White),Light,IO,F,4/22/15 00:00,black polo tshirt; green camo shorts,14,INVESTIGATIVE,INVESTIGATE; PERSON
4325,MALE,BOSTON, WALNUT AV at WARDMAN RD,4/28/15 00:00,B(Black),Med,IO,F,4/28/15 00:00,BRN PANTS,14,,VAL
4326,MALE,BOSTON, WALNUT AV at WARDMAN RD,4/28/15 00:00,B(Black),Med,IO,F,4/28/15 00:00,black ZIP UP; DRK blue jeans; black sneakers,14,OTHER (SPECIFY),INVESTIGATE; PERSON
4327,MALE,BOSTON, WALNUT AV at WARDMAN RD,4/28/15 00:00,W(White),Med,IO,F,4/28/15 00:00,blue jeans,14,INVESTIGATIVE,INVESTIGATE; PERSON
4328,MALE,BOSTON, WALNUT AV at WARDMAN RD,4/28/15 00:00,B(Black),Med,IO,F,4/28/15 00:00,gray HOODIE; black SWEATPANTS,14,INVESTIGATIVE,INVESTIGATE; PERSON
4352,MALE,BOSTON, QUINCY ST,3/20/15 00:00,NO DATA ENTERED,NO DATA ENTERED,IO,F,3/20/15 00:00,black polo shirt; blue sweatpants; white; black sneakers,14,INVESTIGATIVE,TRESPASSING
4353,MALE,BOSTON,19C CRESTON ST,3/20/15 00:00,H(Hispanic),NO DATA ENTERED,IO,F,3/20/15 00:00,blue jeans SHORTSBLUE t-shirt blacksneakers,14,INVESTIGATIVE,INVESTIGATE; PERSON
4354,MALE,BOSTON,19 CRESTON ST,3/20/15 00:00,H(Hispanic),NO DATA ENTERED,IO,,3/20/15 00:00,blue and yellow strriped shirt/jeans,14,RADIO CALL,A D/W
4355,MALE,BOSTON, MELNEA CASS BL,3/21/15 00:00,H(Hispanic),NO DATA ENTERED,IOF,F,3/21/15 00:00,gray HAT; BLUE shirt,14,INVESTIGATIVE,LARCENY; FROM MV
4356,MALE,BOSTON, MELNEA CASS BL,3/21/15 00:00,H(Hispanic),Med,IOF,F,3/21/15 00:00,,14,INVESTIGATIVE,INVESTIGATE; PERSON
4363,MALE,BOSTON,34 ANNUNCIATION RD,3/17/15 00:00,B(Black),Dark,IO,F,3/17/15 00:00,ORANGE T shirt; gray SWEATPANTS,14,INVESTIGATIVE,INVESTIGATE; PERSON
4364,MALE,BOSTON, CABOT ST at MADISON ST,3/25/15 00:00,H(Hispanic),Light,O,F,3/25/15 00:00,BLUE CAP; BLUE hoodie; blue jeans,18,INVESTIGATIVE,INVESTIGATE; PERSON
4366,MALE,BOSTON,175 CABOT ST,3/25/15 00:00,B(Black),Dark,O,F,3/25/15 00:00,GREEN hoodie; blue jeans; black JACKET,19,INVESTIGATIVE,INVESTIGATE; PERSON
4367,MALE,BOSTON,23 CHEROKEE ST,3/25/15 00:00,B(Black),Med,IO,F,3/25/15 00:00,black T ; black SHORTS,14,OTHER (SPECIFY),INVESTIGATE; PERSON
4373,MALE,BOSTON, BOYLSTON ST,3/14/15 00:00,B(Black),Med,I,,3/14/15 00:00,red shirt; black SHORTS; black SANDALS,14,RADIO CALL,VAL
4378,MALE,BOSTON, SHAWMUT AV at W NEWTON ST,4/22/15 00:00,W(White),Light,IO,F,4/22/15 00:00,cammo jacket/cargo pants,14,RADIO CALL,INVESTIGATE; PERSON
4379,MALE,BOSTON, TREMONT ST at NORTHAMPTON ST,4/22/15 00:00,B(Black),Med,IO,F,4/22/15 00:00,white t-shirt; pink pants,14,,INVESTIGATE; PERSON
4380,MALE,BOSTON,35 MT PLEASANT ST,4/22/15 00:00,B(Black),Light,OF,F,4/22/15 00:00,black HOODIE; blue jeans; white sneakers,26,INVESTIGATIVE,TRESPASSING
4381,MALE,BOSTON,35 MT PLEASANT ST,4/22/15 00:00,B(Black),Med,IOF,F,4/22/15 00:00,white TEE BLU JEA NS,14,INVESTIGATIVE,INVESTIGATE; PERSON
4382,MALE,BOSTON,00 ARLINGTON ST,1/1/15 00:00,B(Black),Dark,IS,O,1/1/15 00:00,black JKT; BLU PANTS,14,RADIO CALL,AFFRAY
4386,MALE,BOSTON,00 BALL ST,1/3/15 00:00,B(Black),Med,I,F,1/3/15 00:00,GRY SWEATshirt; DARK jeans,14,,VAL
4391,MALE,BOSTON, WALNUT AV at WARREN ST,4/22/15 00:00,H(Hispanic),Med,IOFS,F,4/22/15 00:00,black shirt; TAN SHORTS; black sneakers,14,OTHER (SPECIFY),INVESTIGATE; PERSON
4519,MALE,BOSTON,54 ANNUNCIATION RD,4/22/15 00:00,B(Black),Dark,IO,F,4/22/15 00:00,gray shirt; black SHORTS; black sneakers,14,INVESTIGATIVE,INVESTIGATE; PERSON
4520,MALE,BOSTON,54 ANNUNCIATION RD,4/22/15 00:00,B(Black),Med,IOF,F,4/22/15 00:00,black hoodie; blue jeans; white seakers,14,INVESTIGATIVE,INVESTIGATE; PERSON
4521,MALE,BOSTON,54 ANNUNCIATION RD,4/22/15 00:00,B(Black),Med,IO,F,4/22/15 00:00,tan shorts; black hoodie,14,INVESTIGATIVE,INVESTIGATE; PERSON
4524,MALE,BOSTON, ELM HILL PK,4/27/15 00:00,B(Black),Med,O,F,4/27/15 00:00,black LEATHER; black HOODIE; black jeans,24,INVESTIGATIVE,TRESPASSING
4611,MALE,BOSTON, BOYLSTON ST,3/10/15 00:00,B(Black),Med,I,,3/10/15 00:00,Dark hoodie/ Dark jacket/ Tan pants,14,OTHER (SPECIFY),INVESTIGATE; PERSON
4615,MALE,BOSTON,00 ASHFIELD ST,3/18/15 00:00,B(Black),Dark,IO,F,3/18/15 00:00,red sweatshirt; gray jeans,14,INVESTIGATIVE,INVESTIGATE; PERSON
4616,MALE,BOSTON,445 ARBORWAY,3/18/15 00:00,W(White),NO DATA ENTERED,IO,F,3/18/15 00:00,blue shirt; blue jeans,14,INVESTIGATIVE,INVESTIGATE; PERSON
4617,MALE,BOSTON,29  HUMPHREYS ST,3/13/15 00:00,B(Black),Brown,O,F,3/13/15 00:00,WB MASON SWEATshirt,29,INVESTIGATIVE,INVESTIGATE; PERSON
4618,FEMALE,BOSTON, BLUE HILL AV at WAYNE ST,3/18/15 00:00,B(Black),Med,IO,F,3/18/15 00:00,black sweatshirt/tan pants,14,INVESTIGATIVE,LARCENY; SHOPLIFTING
4682,MALE,BOSTON, BOYLSTON ST,2/13/15 00:00,W(White),Med,I,,2/13/15 00:00,black jeans; GRN sneakers; GRY HAT; GRN ZIP UP,14,,INVESTIGATE; PERSON
4683,MALE,BOSTON, WASHINGTON ST,3/12/15 00:00,B(Black),Dark,I,,3/12/15 00:00,black sweatshirt;black & white pants; boots,14,RADIO CALL,WARRANT ARREST
4684,MALE,BOSTON, TREMONT ST,3/12/15 00:00,A(Asian or Pacific Islander),Med,I,,3/12/15 00:00,GRY hoodie; KHAKI PANTS,14,,INVESTIGATE; PERSON
4685,MALE,BOSTON, TREMONT ST,3/12/15 00:00,NO DATA ENTERED,Med,I,,3/12/15 00:00,LIGHT BLUE hoodie,14,,VAL
4686,MALE,BOSTON, BOYLSTON ST,3/10/15 00:00,W(White),Med,I,,3/10/15 00:00,black/red TRAILBLAZER HAT; black SWEATER; blue jeans,14,,INVESTIGATE; PERSON
4687,MALE,BOSTON, BOYLSTON ST,3/10/15 00:00,H(Hispanic),Med,I,,3/10/15 00:00,black norface tan pants,14,RADIO CALL,WARRANT ARREST
4943,MALE,BOSTON,00 BALL ST,1/3/15 00:00,UNKNOWN,OTHER,IO,F,1/3/15 00:00,black Northface jacket; blue jeans; black hoodie; black snow boots,15,INVESTIGATIVE,INVESTIGATE; PERSON
4945,MALE,BOSTON,00 SHAWMUT AV,1/3/15 00:00,H(Hispanic),OTHER,IO,F,1/3/15 00:00,scar lip; black red sneakers; red hoodie; blue jeans,15,INVESTIGATIVE,INVESTIGATE; PERSON
5047,MALE,BOSTON, WALNUT at HUMBOLDT AV,4/26/15 00:00,B(Black),Med,IO,F,4/26/15 00:00,black AND PURPLE WINTER HAT;;black HOODIE; gray SWEATPANTS,15,,INVESTIGATE; PERSON
5079,MALE,BOSTON, LAWRENCE ST at NORMANDY ST,4/25/15 00:00,B(Black),Med,O,F,4/25/15 00:00,black shirt; blue jeans,31,INVESTIGATIVE,INVESTIGATE; PERSON
5083,MALE,BOSTON, BLUE HILL AV at DEVON ST,4/24/15 00:00,B(Black),Dark,IOF,F,4/24/15 00:00,black HAT; BLUE COAT; TAN SHORTS; red sneakers,15,,INVESTIGATE; PERSON
5103,MALE,BOSTON, REGENT ST at ROCK ST,1/17/15 00:00,B(Black),Med,IO,F,1/17/15 00:00,purple jacket; jean shorts; black boots,15,INVESTIGATIVE,INVESTIGATE; PERSON
5104,FEMALE,BOSTON,2360 WASHINGTON ST,3/18/15 00:00,B(Black),Med,O,O,3/18/15 00:00,black  JACKET; blue jeans; black BOOTS,55,INVESTIGATIVE,TRESPASSING
5105,MALE,BOSTON, SOUTH ST at BUSSEY ST,3/9/15 00:00,H(Hispanic),Med,IO,FO,3/9/15 00:00,black hoodie /blue jeans,15,INVESTIGATIVE,TRESPASSING
5110,MALE,BOSTON, BUSSEY ST at SOUTH ST,3/9/15 00:00,B(Black),Dark,IO,FO,3/9/15 00:00,black SWEATER; blue jeans; BRN/white SNKRS,15,RADIO CALL,TRESPASSING
5111,MALE,BOSTON,2 BROOKWAY TR,3/11/15 00:00,W(White),Med,IO,F,3/11/15 00:00,black PURPLE CAP; BLUE COAT; blue jeans,15,OTHER (SPECIFY),INVESTIGATE; PERSON
5112,MALE,BOSTON,1710 CENTRE ST,3/13/15 00:00,W(White),Light,IOF,F,3/13/15 00:00,LT BLUE HOODIE;blue jeans;WHITE sneakers,15,INVESTIGATIVE,INVESTIGATE; PERSON
5172,MALE,BOSTON, WHEATLEY WY at ZEIGLER ST,1/22/15 00:00,B(Black),Med,IF,F,1/22/15 00:00,gray sweat; white shirt; blue jeans,15,,INVESTIGATE; PERSON
5175,FEMALE,BOSTON,17 FRANKLIN HILL AV,3/17/15 00:00,B(Black),Med,IO,F,3/17/15 00:00,red cap; red coat; white tshirt; black pants,15,OTHER (SPECIFY),INVESTIGATE; PERSON
5180,MALE,BOSTON, CUMMINS HY at ITASCA ST,3/17/15 00:00,B(Black),Dark,O,F,3/17/15 00:00,gry knit hat; black leather; blue jeans,49,,VAL
5400,MALE,BOSTON, GLENDALE ST at PAYSON AV,2/7/15 00:00,B(Black),Med,O,F,2/7/15 00:00,red/black JACKET; black PANTS,27,INVESTIGATIVE,INVESTIGATE; PERSON
5402,MALE,BOSTON,8 ALLSTATE RD,3/16/15 00:00,H(Hispanic),Dark,O,F,3/16/15 00:00,black BB HAT; black JCK,38,MOTOR VEHICLE VIOLATION,VAL
5405,MALE,BOSTON,8 ALLSTATE RD,3/16/15 00:00,W(White),Med,IO,F,3/16/15 00:00,gray HOODIE; blue jeans; black sneakers,15,OTHER (SPECIFY),INVESTIGATE; PERSON
5425,MALE,BOSTON, NORFOLK ST at PEACEVALE RD,4/25/15 00:00,B(Black),Med,O,F,4/25/15 00:00,"gray sweatpants; black t; black ""heat"" cap",31,INVESTIGATIVE,INVESTIGATE; PERSON
5433,MALE,BOSTON, HOWARD ST,3/5/15 00:00,B(Black),Med,F,F,3/5/15 00:00,bk coat; bk jeans,23,INVESTIGATIVE,INVESTIGATE; PERSON
5457,FEMALE,BOSTON,00 WASHINGTON ST,3/19/15 00:00,H(Hispanic),Light,O,F,3/19/15 00:00,,22,MOTOR VEHICLE VIOLATION,VAL
5467,MALE,BOSTON, OLNEY ST at BOWDOIN ST,3/16/15 00:00,B(Black),Med,IOF,F,3/16/15 00:00,Gray Sneakers; gray Pants; Blue Jacket,15,RADIO CALL,INVESTIGATE; PERSON
5468,MALE,BOSTON,153 MASSACHUSETTS AV,3/18/15 00:00,B(Black),OTHER,IO,F,3/18/15 00:00,black JACKET/ BLUE AND YELLOW shirt/ blue jeans AND WHITE sneakers,15,,INVESTIGATE; PERSON
5469,MALE,BOSTON, FOWLER ST at GREENWOOD ST,3/8/15 00:00,B(Black),Dark,IO,F,3/8/15 00:00,black JACKET; DRK jeans,15,INVESTIGATIVE,INVESTIGATE; PERSON
5470,MALE,BOSTON, NORFOLK AV at MAGAZINE ST,3/13/15 00:00,H(Hispanic),Med,IOFS,F,3/13/15 00:00,black HAT; COAT; blue jeans; black sneakers,15,,INVESTIGATE; PERSON
5474,MALE,BOSTON, MASSACHUSETTS AV at ALBANY ST,3/14/15 00:00,B(Black),Med,IO,F,3/14/15 00:00,BRN HAT; black JACKET; blue jeans; black BOOTS,15,,INVESTIGATE; PERSON
5511,MALE,BOSTON,0 BRADSTON ST at SOUTHAMPTON S,3/17/15 00:00,W(White),Med,IOFS,F,3/17/15 00:00,gray KHAKIS; black JACKET,15,RADIO CALL,VANDALISM
5513,FEMALE,BOSTON,8 ALLSTATE RD,3/16/15 00:00,B(Black),Med,IO,F,3/16/15 00:00,blue shirt; blue jeans; black sneakers,15,INVESTIGATIVE,INVESTIGATE; PERSON
5514,MALE,BOSTON,120 SOUTHAMPTON ST,3/17/15 00:00,W(White),Light,IO,F,3/17/15 00:00,BLUE JEACKET / blue jeans,15,RADIO CALL,INVESTIGATE; PERSON
5515,MALE,BOSTON,316 HUNTINGTON AV,3/18/15 00:00,B(Black),Med,I,F,3/18/15 00:00,,15,INVESTIGATIVE,INVESTIGATE; PERSON
5516,MALE,BOSTON,0 BRADSTON ST at SOUTHAMPTON S,3/17/15 00:00,B(Black),Med,IOF,F,3/17/15 00:00,black SWEATshirt/black jeans,15,RADIO CALL,ROBBERY; UNARMED PERSON
5517,MALE,BOSTON,316 HUNTINGTON AV,3/18/15 00:00,B(Black),Med,I,F,3/18/15 00:00,black jacket black hoodie,15,INVESTIGATIVE,INVESTIGATE; PERSON
5547,MALE,BOSTON,315 MT VERNON ST,3/17/15 00:00,H(Hispanic),Light,F,F,3/17/15 00:00,black hoodie; black PANTS,15,RADIO CALL,A&B; PUBLIC SERVANT
5548,MALE,BOSTON,316 HUNTINGTON AV,3/18/15 00:00,B(Black),Dark,I,F,3/18/15 00:00,white JKT; TAN PANTS; GREEN BUCKS HAT,15,,TRESPASSING
5549,MALE,BOSTON,00 TREMONT ST,3/18/15 00:00,W(White),Light,IOF,F,3/18/15 00:00,black HAT;black hoodie; GRY SWT PANTSN,15,,VAL
5552,MALE,BOSTON,64 DALESSIO CT,3/17/15 00:00,H(Hispanic),Light,S,F,3/17/15 00:00,red hoodie; jeans,13,INVESTIGATIVE,INVESTIGATE; PERSON
5620,MALE,BOSTON,875 MORTON ST,3/5/15 00:00,B(Black),Dark,IO,F,3/5/15 00:00,PINK STRIPE shirt; BLUE SHORTS,15,OTHER (SPECIFY),INVESTIGATE; PERSON
5663,MALE,BOSTON, ASPINWALL RD at HOPESTILL ST,3/13/15 00:00,B(Black),Med,IOF,F,3/13/15 00:00,Gray Backpack; Gray Hoodie; blue jeans,15,INVESTIGATIVE,INVESTIGATE; PERSON
5664,MALE,BOSTON,495 BLUE HILL AV,3/16/15 00:00,B(Black),Med,IOF,F,3/16/15 00:00,black jkt; dark jns; whitee sneaks,15,INVESTIGATIVE,INVESTIGATE; PERSON
5665,MALE,BOSTON,1855 WASHINGTON ST,3/18/15 00:00,B(Black),Dark,IO,SF,3/18/15 00:00,BULLS (red) HAT; PLAID black shirt; BLUE JEAN SHORTS,15,INVESTIGATIVE,TRESPASSING
5666,MALE,BOSTON, ASPINWALL RD at HOPESTILL ST,3/13/15 00:00,B(Black),Med,IOF,F,3/13/15 00:00,white t shirt/black sweatpants,15,RADIO CALL,INVESTIGATE; PERSON
5667,FEMALE,BOSTON, TREMONT ST,3/10/15 00:00,B(Black),Med,I,,3/10/15 00:00,blue jeans; white sneakers; black hooded sweatshirt,15,OTHER (SPECIFY),INVESTIGATE; PERSON
5668,MALE,BOSTON, TREMONT ST at CAMDEN ST,3/13/15 00:00,B(Black),Dark,O,F,3/13/15 00:00,black PUFFY NORTH FACE,37,INVESTIGATIVE,INVESTIGATE; PERSON
5819,MALE,BOSTON,382 GENEVA ST,1/6/15 00:00,B(Black),Dark,O,F,1/6/15 00:00,black coat/ gray pants,44,OTHER (SPECIFY),INVESTIGATE; PERSON
5830,MALE,BOSTON, BLUE HILL AV,4/13/15 00:00,B(Black),Med,F,F,4/13/15 00:00,blue jacket; gray hood/jeans,47,RADIO CALL,INVESTIGATE; PERSON
5835,MALE,BOSTON,618 SHAWMUT AV,1/23/15 00:00,B(Black),Med,O,F,1/23/15 00:00,gray HOODIE; JEAN JACKET; blue jeans,27,INVESTIGATIVE,DRUGS; INVESTIGATION
5836,MALE,BOSTON, CAMBRIDGE ST,3/15/15 00:00,UNKNOWN,Light,I,,3/15/15 00:00,red  T-shirt; blue jeans,15,INVESTIGATIVE,INVESTIGATE; PERSON
5837,MALE,BOSTON, HARLEM ST at GLENWAY ST,3/21/15 00:00,B(Black),Dark,IOFS,,3/21/15 00:00,,15,INVESTIGATIVE,TRESPASSING
5838,MALE,BOSTON, MILTON AV at NORFOLK ST,3/24/15 00:00,B(Black),Med,IO,F,3/24/15 00:00,black hat black sweatshirt,15,INVESTIGATIVE,INVESTIGATE; PERSON
5911,MALE,BOSTON, NORFOLK ST,3/5/15 00:00,B(Black),Med,IO,F,3/5/15 00:00,blue jeans;black hoodie;sneakers,15,OTHER (SPECIFY),INVESTIGATE; PERSON
5921,MALE,BOSTON, NORFOLK ST,3/5/15 00:00,B(Black),Med,IO,F,3/5/15 00:00,green sweatshirt; camo pants,15,,INVESTIGATE; PERSON
5926,MALE,BOSTON,954 PARKER ST,4/23/15 00:00,B(Black),Med,IO,F,4/23/15 00:00,WHITE T-shirt; black jeans,15,INVESTIGATIVE,INVESTIGATE; PERSON
5943,MALE,BOSTON, CENTRE ST at COLUMBUS AV,4/23/15 00:00,B(Black),Med,IOF,F,4/23/15 00:00,gray hoodie; blue sweatpants; gray snealers; on a royal blue mountain bike,15,INVESTIGATIVE,INVESTIGATE; PERSON
5944,MALE,BOSTON, CENTRE ST,4/23/15 00:00,B(Black),NO DATA ENTERED,IO,F,4/23/15 00:00,black tee; black jeans,15,INVESTIGATIVE,INVESTIGATE; PERSON
5945,MALE,BOSTON,225 CENTRE ST,4/23/15 00:00,B(Black),Med,IO,F,4/23/15 00:00,black SHORT; black SWEATS,15,,VAL
5946,MALE,BOSTON,954 PARKER ST,4/23/15 00:00,B(Black),Light,IO,F,4/23/15 00:00,black t-shirt; gray sweats,15,OTHER (SPECIFY),INVESTIGATE; PERSON
5947,MALE,BOSTON,29 MT PLEASANT ST,4/30/15 00:00,B(Black),Med,OF,F,4/30/15 00:00,red sneakers; tan pants; r hoodie,22,,INVESTIGATE; PERSON
5953,MALE,BOSTON, SHAWMUT AV at MELNEA CASS BL,4/26/15 00:00,H(Hispanic),Light,IO,F,4/26/15 00:00,White t; black pants; white sneakers,15,INVESTIGATIVE,INVESTIGATE; PERSON
6019,MALE,BOSTON,13   MAVERICK SQ,1/13/15 00:00,W(White),NO DATA ENTERED,IO,F,1/13/15 00:00,black jacket; red hoodie; blue jeans; black sneakers,15,,LARCENY; SHOPLIFTING
6020,MALE,BOSTON, CRAWFORD ST at WALNUT AV,3/21/15 00:00,H(Hispanic),Med,IO,F,3/21/15 00:00,black HOODIE; BLUE SWEATPANTS; black sneakers,15,,INVESTIGATE; PERSON
6021,MALE,BOSTON,249 WASHINGTON ST,3/2/15 00:00,B(Black),Med,IOFS,SF,3/2/15 00:00,Blue shirt; blue jeans,15,,INVESTIGATE; PERSON
6022,MALE,BOSTON, CRAWFORD ST at WALNUT AV,3/21/15 00:00,H(Hispanic),Med,IO,F,3/21/15 00:00,black JACKET; GREEN T shirt; blue jeans,15,INVESTIGATIVE,INVESTIGATE; PERSON
6023,MALE,BOSTON,3055 WASHINGTON SQ,3/24/15 00:00,H(Hispanic),Med,IOF,F,3/24/15 00:00,black HAT; BROWN HOODED SWEATshirt; MULTICOLOred POLO; black jeans; black sneakers,15,RADIO CALL,INVESTIGATE; PERSON
6030,MALE,BOSTON, CHESTNUT ST at CENTRE ST,3/21/15 00:00,H(Hispanic),Med,IO,F,3/21/15 00:00,red hat; jean jacket; tan pants,15,INVESTIGATIVE,INVESTIGATE; PERSON
6067,MALE,BOSTON, DUDLEY ST at MT PLEASANT ST,3/5/15 00:00,B(Black),Med,IO,F,3/5/15 00:00,red shirt; TAN KHAKI; black BACK PACK,15,,INVESTIGATE; PERSON
6097,MALE,BOSTON, SHAWMUT AV at MELNEA CASS BL,4/26/15 00:00,B(Black),Light,IO,F,4/26/15 00:00,red shirt; black pants,15,,INVESTIGATE; PERSON
6099,MALE,BOSTON,367 DUDLEY ST,4/30/15 00:00,NO DATA ENTERED,NO DATA ENTERED,IO,,4/30/15 00:00,gray/blue shirt; black jeans; gray sneakers,15,,INVESTIGATE; PERSON
6100,MALE,BOSTON, FOREST ST at DUDLEY ST,4/30/15 00:00,NO DATA ENTERED,NO DATA ENTERED,O,F,4/30/15 00:00,maroon hoodie; blue jeans; white sneakers,19,INVESTIGATIVE,INVESTIGATE; PERSON
6101,FEMALE,BOSTON, LAWRENCE ST at NORMANDY ST,4/25/15 00:00,W(White),Light,IO,F,4/25/15 00:00,red shirt; Blue Sweat Pants,15,OTHER (SPECIFY),INVESTIGATE; PERSON
6118,MALE,BOSTON, PLEASANT ST,3/5/15 00:00,B(Black),Dark,IOF,F,3/5/15 00:00,,15,INVESTIGATIVE,INVESTIGATE; PERSON
6324,MALE,BOSTON,1212 HYDE PARK AV,1/3/15 00:00,B(Black),Dark,IOF,F,1/3/15 00:00,red SWEATER; black jeans,15,OTHER (SPECIFY),INVESTIGATE; PERSON
6325,MALE,BOSTON,1248 RIVER ST,1/4/15 00:00,B(Black),Dark,IOF,F,1/4/15 00:00,GRY TANK TOP; black DOO RAG; GRN SHORT,15,,INVESTIGATE; PERSON
6441,MALE,BOSTON, WOODWARD AV at GEORGE ST,3/5/15 00:00,B(Black),Med,IO,F,3/5/15 00:00,BLUE HOODED SWEATshirt; black jeans,15,,INVESTIGATE; PERSON
6442,MALE,BOSTON,21 HUMPHREYS ST,3/13/15 00:00,B(Black),Dark,IO,F,3/13/15 00:00,DARK SWEATshirt blue jeans,15,RADIO CALL,LARCENY; SHOPLIFTING
6444,MALE,BOSTON,46  CENTRE ST,1/1/15 00:00,B(Black),Med,O,F,1/1/15 00:00,All dark clothing,18,OTHER (SPECIFY),INVESTIGATE; PROPERTY
6691,MALE,BOSTON,35 MT PLEASANT ST,3/5/15 00:00,B(Black),Med,IO,F,3/5/15 00:00,black BASEBALL HAT black JACKET blue jeans,16,INVESTIGATIVE,INVESTIGATE; PERSON
6692,MALE,BOSTON,39 MT PLEASANT ST,3/5/15 00:00,B(Black),Med,O,F,3/5/15 00:00,,34,INVESTIGATIVE,INVESTIGATE; PERSON
6931,MALE,BOSTON,55  WHITE ST,3/11/15 00:00,H(Hispanic),Med,I,F,3/11/15 00:00,white LA ball cap; white shortsleeve shirt; jeans; white sneakers,16,,INVESTIGATE; PERSON
6933,MALE,BOSTON,77 LENOX ST,1/23/15 00:00,B(Black),Med,O,F,1/23/15 00:00,gray HOODIE ;JEAN JACKET; blue jeans,20,INVESTIGATIVE,PUBLIC DRINKING
6935,MALE,BOSTON,77 LENOX ST,1/23/15 00:00,B(Black),Med,IO,F,1/23/15 00:00,,16,RADIO CALL,INVESTIGATE; PERSON
6937,MALE,BOSTON,63   MERIDIAN ST,3/11/15 00:00,W(White),Med,O,F,3/11/15 00:00,black hooded jacket; green hoodie; blue jeans,32,,INVESTIGATE; PERSON
6939,MALE,BOSTON, BOWDOIN ST at HENDRY ST,3/7/15 00:00,B(Black),Med,IO,F,3/7/15 00:00,gray KNIT HAT; CREAM LONG SLEEVE shirt AND GREEN KHAKIS,16,,INVESTIGATE; PERSON
6940,MALE,BOSTON, BORDER ST at CENTRAL SQ,3/11/15 00:00,H(Hispanic),NO DATA ENTERED,O,,3/11/15 00:00,gray sweatshirt,21,,VAL
7002,MALE,BOSTON,29  LEXINGTON ST,3/11/15 00:00,W(White),Light,O,F,3/11/15 00:00,black hooded jacket; dark jeans,68,,VAL
7005,MALE,BOSTON, MAVERICK SQ,3/11/15 00:00,W(White),Med,IO,F,3/11/15 00:00,black gray hoodie; bluejeans,16,,INVESTIGATE; PERSON
7006,MALE,BOSTON,55  WHITE ST,3/11/15 00:00,H(Hispanic),Med,O,F,3/11/15 00:00,blue sweatpants; black/gry north face jacket,19,,INVESTIGATE; PERSON
7007,MALE,BOSTON, CENTRAL SQ,3/11/15 00:00,B(Black),Med,O,F,3/11/15 00:00,gray shirt; blue jeans,24,,VAL
7008,MALE,BOSTON,55   WHITE ST,3/11/15 00:00,H(Hispanic),Med,O,F,3/11/15 00:00,gray hoodie; gray pants,19,,INVESTIGATE; PERSON
